,few_shots_answer,rag_answer,answers,few_shots_time,rag_time
65,Entailment,Entailment,Entailment,1.0365923330009537,5.853738166999392
66,Contradicted,Contradiction,Contradiction,1.0513739170000918,0.8211329160003515
67,Contradiction,Contradiction,Contradiction,1.380790249999336,0.8497365839994018
68,Contradicted,Contradiction,Contradiction,1.0084017909994145,1.0124185839995334
69,Contradicted,Contradiction,Contradiction,1.2150781670006836,1.0835176670007058
70,Entailment,Entailment,Entailment,1.21916174999933,1.2091347080004198
71,Entailment,Entailment,Entailment,0.8583621249999851,17.382735667000816
72,Entailment,Entailment,Entailment,3.2238374579992524,1.0048339170007239
73,Entailment,Entailment,Entailment,1.304473666999911,0.8701993329996185
74,Contradicted,Entailment,Entailment,3.0615775830010534,3.1829451249996055
75,Contradicted,Entailment,Entailment,0.9861163750010746,0.8124426670001412
76,Entailment,Entailment,Entailment,0.9883464159993309,1.68891608299964
77,Entailment,Entailment,Entailment,0.898823875000744,0.9778378339997289
78,Entailment,Entailment,Entailment,0.8351101250009378,0.8576452920005977
79,Entailment,Entailment,Entailment,0.8535826670013194,1.705554583000776
80,Entailment,Entailment,Entailment,0.8012418750004144,0.8384007909990032
81,Entailment,Entailment,Entailment,2.164673749999565,2.5301747499997873
82,Entailment,Entailment,Entailment,0.9991357079998124,0.8063585840009182
83,Entailment,Entailment,Entailment,1.2448723330016946,1.0893180420007411
84,Entailment,Entailment,Entailment,0.8993219579988363,1.0597029170003225
85,Entailment,Entailment,Entailment,1.0951407090014982,0.9593770000010409
86,Entailment,Entailment,Entailment,1.2165729170010309,1.0768576249993203
87,Entailment,Entailment,Entailment,0.7716030420015159,0.8541246250006225
88,Entailment,Entailment,Entailment,0.8607347500001197,0.8978257079998002
89,Entailment,Entailment,Entailment,1.1817646660001628,1.459591291999459
90,Entailment,Entailment,Entailment,1.2210825000001932,1.1605049579993647
91,Contradiction,Contradiction,Contradiction,1.8555330830004095,0.9354574170010892
92,Contradicted,Contradiction,Contradiction,1.0438808750004682,0.9843710419991112
93,Contradiction,Contradiction,Contradiction,0.9819937909996952,1.6576782079991972
94,Entailment,Entailment,Entailment,6.129319084000599,3.7284203750004963
95,Entailment,Entailment,Entailment,1.0158485840001958,2.15484749999996
96,Entailment,Entailment,Entailment,0.7878175000005285,0.700410166000438
97,Entailment,Entailment,Entailment,0.9235925409993797,1.1108505409993086
98,Contradicted,Entailment,Entailment,0.7995350420005707,0.9306447079998179
99,Contradicted,Entailment,Entailment,1.3522287080013484,0.8905608329987444
100,Entailment,Entailment,Entailment,1.3224124999997002,1.08050487500077
101,Entailment,Entailment,Entailment,2.776619666999977,1.2918745829992986
102,Entailment,Entailment,Entailment,1.615755499999068,1.2341144169986364
103,Entailment,Entailment,Entailment,0.9606024579989025,1.6655215409991797
104,Entailment,Entailment,Entailment,2.683824874999118,1.1003243330014811
105,Entailment,Entailment,Entailment,2.470919708999645,0.8464454580007441
106,Entailment,Entailment,Entailment,1.6341661250007746,0.7804169580012967
107,Entailment,Entailment,Entailment,0.9587432079988503,1.4267905420001625
108,Entailment,Entailment,Entailment,1.0586844169993128,0.7743072079992999
109,Entailment,Entailment,Entailment,0.9063314169998193,1.0442281670002558
110,Entailment,Entailment,Entailment,0.896240250000119,1.0335955000009562
111,Entailment,Entailment,Entailment,8.098923416999241,13.737191707999955
112,Entailment,Entailment,Entailment,2.90495245800048,0.7900867499993183
113,Entailment,Entailment,Entailment,0.9570144589997653,1.164066167000783
114,Contradiction,Contradiction,Contradiction,1.6777741669993702,1.4990059579995432
115,Contradiction,Contradiction,Contradiction,10.709296584000185,1.360523290999481
116,Contradiction,Contradiction,Contradiction,0.8815654589998303,1.5550929170003656
117,Contradiction,Contradiction,Contradiction,1.013248332999865,1.6737534579988278
118,Contradicted,Entailment,Entailment,0.9096900840013404,1.624703249999584
119,Entailment,Entailment,Entailment,1.044369250001182,0.9981279169987829
120,Entailment,Entailment,Entailment,1.9732280829994124,1.0844584999995277
121,Entailment,Entailment,Entailment,0.9058171659999061,0.8138292500007083
122,Entailment,Entailment,Entailment,1.422376084001371,1.2472272920003888
123,Contradiction,Contradiction,Contradiction,0.8812626669987367,1.5856834590013023
124,Contradiction,Contradiction,Contradiction,5.615077624999685,0.680163499999253
125,Contradiction,Contradiction,Contradiction,3.664797666000595,11.467693874999895
126,Contradicted,Contradiction,Contradiction,0.913398499998948,1.577560749999975
127,Contradiction,Contradiction,Contradiction,1.1289328330003627,1.4373451669998758
128,Contradiction,Contradiction,Contradiction,0.9082382910000888,1.2464370420002524
129,Contradiction,Contradicted,Contradiction,0.8537530829999014,0.7168893750003917
130,Contradiction,Contradiction,Contradiction,0.8391144590004842,1.2872650000008434
131,Contradiction,Contradiction,Contradiction,1.0287954999985232,0.7466729589996248
132,Contradiction,Contradiction,Contradiction,1.2269646249988,0.9752834169994458
133,Contradiction,Contradiction,Contradiction,1.1140658329986763,1.0868047080002725
134,Contradiction,Contradiction,Contradiction,1.8631752920009603,0.8364557910008443
135,Entailment,Entailment,Entailment,0.9556761669991829,6.381513416999951
136,Entailment,Entailment,Entailment,0.9722458750002261,1.3910277920003864
137,Entailment,Entailment,Entailment,1.0645883750003122,0.8648690829995758
138,Entailment,Entailment,Entailment,0.832425124999645,0.9152859169989824
139,Contradiction,Contradiction,Contradiction,1.3241092499993101,1.5877192080006353
140,Contradiction,Contradiction,Contradiction,8.69358291699973,0.89364179200129
141,Contradiction,Contradiction,Contradiction,1.496433000000252,0.9616303330003575
142,Contradiction,Contradiction,Contradiction,0.9761179580000316,1.3902942500008066
143,Entailment,Entailment,Entailment,0.9114263749997917,2.4111964579988125
144,Entailment,Entailment,Entailment,1.52548837500035,1.5049931659996219
145,Entailment,Entailment,Entailment,1.0754300419994252,0.8593826249998529
146,Entailment,Entailment,Entailment,0.9633156660001987,0.769035833000089
147,Entailment,Entailment,Entailment,0.8083535420009866,0.6838574159992277
148,Entailment,Entailment,Entailment,0.9773682500017458,0.9636344169994118
149,Entailment,Entailment,Entailment,0.9702435420003894,1.029128041000149
150,Entailment,Entailment,Entailment,1.1159437499991327,0.8916272909991676
151,Contradicted,Entailment,Entailment,0.9314001659986388,1.3595098749992758
152,Entailment,Entailment,Entailment,1.2168205410016526,1.0249698750012612
153,Entailment,Entailment,Entailment,1.2140210419984214,1.1003205420001905
154,Entailment,Entailment,Entailment,1.0294369170005666,1.4241018749999057
155,Entailment,Entailment,Entailment,1.1734504170017317,0.8260643330013409
156,Entailment,Entailment,Entailment,1.1503189170016412,0.6563442910010053
157,Entailment,Entailment,Entailment,0.8718701669986331,2.3940381669999624
158,Entailment,Entailment,Entailment,0.9240677920006419,1.4111461250013235
159,Entailment,Entailment,Entailment,1.4055085410000174,1.3289490420011134
160,Entailment,Entailment,Entailment,0.8740567919994646,0.950449292000485
161,Entailment,Entailment,Entailment,1.0773883750007371,0.9628965410011006
162,Entailment,Entailment,Entailment,0.872647500000312,0.7361097089997202
163,Entailment,Entailment,Entailment,1.1089014999997744,1.228302999999869
164,Entailment,Entailment,Entailment,1.3112555839998095,0.8538004580004781
165,Entailment,Entailment,Entailment,1.1279608750010084,2.116425332998915
166,Contradiction,Contradiction,Contradiction,1.0573813329992845,1.2704767089999223
167,Contradicted,Entailment,Entailment,0.9499985419988661,0.9038814159994217
168,Contradicted,Contradicted,Entailment,0.9538547920001292,15.746283791000678
169,Contradicted,Contradicted,Entailment,0.8843249170004128,0.8288483329997689
170,Entailment,Entailment,Entailment,1.9055014580007992,7.2296171660000255
171,Entailment,Entailment,Entailment,0.9340518340013659,1.8021492499992746
172,Entailment,Entailment,Entailment,10.02258379200066,0.9968717089996062
173,Entailment,Entailment,Entailment,0.8678261670011125,0.8108112499994604
174,Contradicted,Contradicted,Entailment,1.743987500000003,1.6269429999993008
175,Entailment,Entailment,Entailment,1.0204080829989834,0.8968996250005148
176,Entailment,Entailment,Entailment,0.9271682499984308,0.7355736250010523
177,Entailment,Entailment,Entailment,1.0646382920003816,0.8837760839996918
178,Entailment,Entailment,Entailment,2.826686416001394,1.95943866700145
179,Entailment,Entailment,Entailment,0.7423009169997385,0.9650636249989475
180,Entailment,Entailment,Entailment,0.9380111249993206,0.7522559579992958
181,Entailment,Entailment,Entailment,1.0823925000004238,1.0796783339992544
182,Contradiction,Contradiction,Contradiction,1.2604710420000629,0.8734547909989487
183,Entailment,Entailment,Entailment,0.9674599170011788,1.03085000000101
184,Entailment,Entailment,Entailment,0.9779367089995503,1.0594304579990421
185,Entailment,Entailment,Entailment,1.0146564580008999,1.0043252499999653
186,Entailment,Entailment,Entailment,1.262778457999957,2.618689250000898
187,Contradiction,Contradiction,Contradiction,1.1225384159988607,1.5027962920012214
188,Contradiction,Contradiction,Contradiction,1.1520879580002656,1.1403226249985892
189,Contradicted,Entailment,Entailment,1.4020254160004697,1.1774380829992879
190,Entailment,Entailment,Entailment,1.0320327090012142,1.0557149579999532
191,Entailment,Entailment,Entailment,1.0160899159982364,0.9891160830011358
192,Contradiction,Contradiction,Contradiction,3.891763957999501,0.8761019170015061
193,Contradiction,Contradiction,Contradiction,0.9126369580008031,0.7258458750002319
194,Contradiction,Contradiction,Contradiction,0.782142207999641,1.4628943329989852
195,Contradiction,Contradiction,Contradiction,1.419887000000017,2.254478291999476
196,Contradicted,Contradiction,Contradiction,0.7486308330007887,1.2727004579992354
197,Contradicted,Contradiction,Contradiction,0.8455706249987998,1.2311132079994422
198,Contradiction,Contradiction,Contradiction,0.8974844580006902,0.8077559579996887
199,Entailment,Entailment,Entailment,6.46769170799962,2.1951273329996184
